Row #,Species,Count,Location,S/P,Date,LocID,SubID
805,Gabar Goshawk,1,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094237
806,Black-collared Hawk,,Day 5 Darien - Las Lagunas and El Salto,PA-5,05 Nov 2014,L9688798,S64937276
807,Snail Kite,2,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
808,Slender-billed Kite,1,Río Inírida--Inírida,CO-GUA,06 Jul 2018,L2613195,S71791573
809,Double-toothed Kite,,Canopy Camp,PA-5,02 Nov 2014,L3379895,S64937319
810,Rufous-thighed Kite,1,Paraty--Pedra Branca,BR-RJ,20 Nov 2019,L3574944,S61637910
811,Mississippi Kite,2,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
812,Plumbeous Kite,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
813,Eurasian Marsh-Harrier,,Spain,ES-,24 Sep 2016,L3679729,S64937384
814,Long-winged Harrier,1,Caroni rice fields--by Uriah Butler,TT-SJL,11 Oct 2017,L936771,S58111675
815,Northern Harrier,,"Ano Nuevo SP--Visitors Center, Elephant Seals and all trails",US-CA,04 Aug 1990,L109471,S72093807
816,Pallid Harrier,4,Aledeghi Wildlife Reserve,ET-AF,17 Feb 2018,L2846177,S58094299
817,Montagu's Harrier,3,"Rd to Debre Birhan (9.7039,39.2515)",ET-OR,13 Feb 2018,L6869205,S58094094
818,Gray-bellied Hawk,1,Río Inírida--Inírida,CO-GUA,10 Jul 2018,L2613195,S72092118
819,Crested Goshawk,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
820,African Goshawk,1,BMNP--Bale Mountain Lodge area,ET-OR,22 Feb 2018,L4053465,S61036537
821,Shikra,1,"Genale River Bridge Area (5.5087,39.7182)",ET-OR,23 Feb 2018,L7004207,S61036513
822,Tiny Hawk,1,RN San Cipriano-Escalerete,CO-VAC,04 Jul 2018,L2711479,S72092148
823,Eurasian Sparrowhawk,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
824,Sharp-shinned Hawk,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
825,Cooper's Hawk,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
826,Black Goshawk,1,"(8.9960,38.7861)",ET-AA,11 Feb 2018,L6862688,S57747676
827,Northern Goshawk,1,Hollywood Blvd - Howie/ Karen Neilsen's,US-ME,27 Jun 1991,L6170052,S72093779
828,Red Kite,,Spain,ES-,27 Jul 2016,L3679729,S64937424
829,Black Kite,12,Addis Ababa--Ghion Hotel,ET-AA,11 Feb 2018,L3016220,S57747638
830,Brahminy Kite,1,"Nuts and Huts, Loboc",PH-BOH,18 Jul 2004,L1088624,S72093585
831,Bald Eagle,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
832,Pallas's Fish-Eagle,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
833,White-bellied Sea-Eagle,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
834,African Fish-Eagle,2,Awash NP Lodge,ET-OR,16 Feb 2018,L6941510,S58094248
835,Gray-headed Fish-Eagle,1,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
836,Crane Hawk,2,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
837,Plumbeous Hawk,1,Rio Amazonas--Isla Ronda,CO-AMA,29 Jun 2018,L465437,S64937512
838,Slate-colored Hawk,2,Reserva Natural Palmarí,BR-AM,25 Jun 2018,L3018622,S72092187
839,Common Black Hawk,2,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
840,Savanna Hawk,,Moyobama towards Jaen,PE-SAM,15 Oct 2012,L9695353,S64937179
841,White-necked Hawk,1,Reserva Ecológica de Guapiaçu (REGUA),BR-RJ,25 Nov 2019,L612882,S70570319
842,Great Black Hawk,1,Tobago Forest Reserve--Gilpin Trace,TT-ETO,14 Oct 2017,L811483,S57748254
843,Chaco Eagle,2,RJ 139--Pirai a Passa Três,BR-RJ,23 Nov 2019,L6476557,S70570321
844,Barred Hawk,1,Camino Montezuma--sector Rio Claro,CO-RIS,09 Jul 2019,L5798963,S58172259
845,Roadside Hawk,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
846,Harris's Hawk,,Bahía Magdalena,MX-BCS,10 Feb 2009,L504192,S72093492
847,White-rumped Hawk,1,Parque Regional Ucumari--El Cedral,CO-RIS,06 Jul 2019,L2638098,S58069358
848,White-tailed Hawk,1,Vereda Cerezales,CO-ANT,28 Jun 2019,L5831512,S57893415
849,Variable Hawk,,Kuelap Ruins area,PE-AMA,09 Oct 2012,L9694444,S64937213
850,Black-chested Buzzard-Eagle,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
851,White Hawk,2,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
852,Semiplumbeous Hawk,1,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
853,Gray Hawk,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
854,Gray-lined Hawk,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
855,Red-shouldered Hawk,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
856,Broad-winged Hawk,,Pinckney RA--Embury Rd,US-MI,14 Jun 2011,L1131706,S72093266
857,Hawaiian Hawk,,Hawaii,US-HI,16 Apr 2008,L108936,S72093527
858,Short-tailed Hawk,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
859,Swainson's Hawk,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
860,Zone-tailed Hawk,,Río Chucunaque,PA-5,04 Nov 2014,L2306454,S64937278
861,Red-tailed Hawk,,"Ano Nuevo SP--Visitors Center, Elephant Seals and all trails",US-CA,04 Aug 1990,L109471,S72093807
862,Rough-legged Hawk,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S72093791
863,Ferruginous Hawk,,Terminous Tract (Hwy 12 from Terminous to Flag City,US-CA,05 Jan 2002,L9715481,S72093663
864,Common Buzzard,,Spain,ES-,27 Jul 2016,L3679729,S64937424
865,Himalayan Buzzard,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
866,Long-legged Buzzard,1,Sululta Plain,ET-OR,12 Feb 2018,L1550637,S57747740
867,Augur Buzzard,1,"Rd to Debre Birhan (9.7039,39.2515)",ET-OR,13 Feb 2018,L6869205,S58094094
868,Barn Owl,1,Oaxaca City,MX-OAX,15 Nov 2007,L9648775,S72093530
869,Serendib Scops-Owl,1,Sinharaja--Kudawa Village area,LK-9,11 Feb 2020,L5515099,S64936976
870,Mountain Scops-Owl,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
871,Indian Scops-Owl,1,Tissa Lake,LK-3,14 Feb 2020,L4884280,S64936936
872,Collared Scops-Owl,1,Cuc Phuong NP,VN-18,18 Feb 2020,L1086800,S64936891
873,African Scops-Owl,1,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S61036636
874,White-throated Screech-Owl,3,Reserva Ecológica Río Blanco,CO-CAL,03 Jul 2019,L2241379,S57928043
875,Tropical Screech-Owl,1,Reserva Natural Palmarí,BR-AM,25 Jun 2018,L3018622,S72092187
876,Rufescent Screech-Owl,1,"Sff Otún Quimbaya, Risaralda, CO (4,713, -75,556)",CO-RIS,06 Jul 2019,L9605203,S58011945
877,Long-tufted Screech-Owl,2,Fazenda Museros e estrada,BR-SP,13 Nov 2019,L9859332,S72091454
878,Eastern Screech-Owl,1,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
879,Peruvian Screech-Owl,,Olmos to Chappari Lodge,PE-LAM,17 Oct 2012,L9695443,S64937171
880,Northern White-faced Owl,4,Lake Langano--Simbo Lodge,ET-OR,20 Feb 2018,L3284689,S61036562
881,Crested Owl,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S64937281
882,Spectacled Owl,1,Heliconia Lodge,BR-AM,27 Jun 2018,L3172087,S72502143
883,Tawny-browed Owl,2,Reserva Ecológica de Guapiaçu (REGUA),BR-RJ,25 Nov 2019,L612882,S61758959
884,Great Horned Owl,,Ohlone Audubon Panoche Pass trip,US-CA,05 Feb 2001,L9709844,S72093682
885,Cape Eagle-Owl,1,"Bale Mountains NP (7.1040,39.6894)",ET-OR,20 Feb 2018,L6961848,S61036639
886,Grayish Eagle-Owl,1,Lake Langano--Simbo Lodge,ET-OR,20 Feb 2018,L3284689,S61036562
887,Verreaux's Eagle-Owl,1,Lake Langano--Simbo Lodge,ET-OR,20 Feb 2018,L3284689,S61036562
888,Brown Fish-Owl,2,Uda Walawe NP,LK-8,12 Feb 2020,L1122655,S64936966
889,Collared Owlet,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
890,Pearl-spotted Owlet,1,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094254
891,Cloud-forest Pygmy-Owl,1,Camino Montezuma--Los Cajones,CO-RIS,08 Jul 2019,L5718946,S58172309
892,Least Pygmy-Owl,1,Reserva Ecológica de Guapiaçu (REGUA),BR-RJ,25 Nov 2019,L612882,S70570319
893,Ferruginous Pygmy-Owl,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
894,Peruvian Pygmy-Owl,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
895,Asian Barred Owlet,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
896,Jungle Owlet,1,Debarawewa Lake,LK-3,13 Feb 2020,L4866398,S64936944
897,Chestnut-backed Owlet,1,Kitulgala (General),LK-9,10 Feb 2020,L3872874,S64936982
898,Long-whiskered Owlet,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S64937201
899,Little Owl,,Spain,ES-,28 Sep 2016,L3679729,S64937369
900,Burrowing Owl,,Olmos to Chappari Lodge,PE-LAM,17 Oct 2012,L9695443,S64937171
901,Mottled Owl,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S64937281
902,Black-and-white Owl,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S64937281
903,Black-banded Owl,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
904,Rufous-banded Owl,,ACP Abra Patricia--Owlet Lodge,PE-AMA,12 Oct 2012,L1849237,S64937199
905,Brown Wood-Owl,1,Cuc Phuong NP,VN-18,19 Feb 2020,L1086800,S64936882
906,Barred Owl,,Wakulla Springs SP,US-FL,22 Jun 2003,L127256,S72093604
907,Rusty-barred Owl,1,Fazenda Museros e estrada,BR-SP,12 Nov 2019,L9859332,S61861333
908,Great Gray Owl,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
909,African Wood-Owl,2,Wondo Genet,ET-SN,28 Feb 2018,L1351591,S58093934
910,Long-eared Owl,,Tule Lake NWR (SIS Co.),US-CA,09 Aug 2009,L639242,S72093469
911,Abyssinian Owl,1,Bale Mts--Dinsho Park HQ,ET-OR,20 Feb 2018,L2099194,S61036543
912,Stygian Owl,2,Vereda Cerezales,CO-ANT,28 Jun 2019,L5831512,S57893415
913,Northern Saw-whet Owl,1,Golden Gate Audubon stops,US-CA,31 May 2013,L9700249,S72093198
914,Luzon Boobook,1,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
915,Speckled Mousebird,4,Addis Ababa--Ghion Hotel,ET-AA,11 Feb 2018,L3016220,S57747638
916,Blue-naped Mousebird,10,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094237
917,Eared Quetzal,2,Cerocahui (área general),MX-CHH,30 Dec 2002,L928020,S72501722
918,Pavonine Quetzal,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
919,Golden-headed Quetzal,1,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
920,Slaty-tailed Trogon,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
921,Blue-tailed Trogon,1,Via Antigua a Buenaventura,CO-VAC,02 Jul 2018,L2998201,S72092158
922,Black-tailed Trogon,,Canopy Camp,PA-5,02 Nov 2014,L3379895,S64937319
923,Citreoline Trogon,,Puerto Angel,MX-OAX,15 Nov 2007,L2375928,S72093534
924,White-tailed Trogon,,Canopy Tower locality,PA-8,23 Oct 2014,L9690908,S64937303
925,Green-backed Trogon,2,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
926,Gartered Trogon,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
927,Guianan Trogon,2,Asa Wright Nature Centre,TT-TUP,08 Oct 2017,L295164,S58111525
928,Amazonian Trogon,1,Heliconia Lodge,BR-AM,27 Jun 2018,L3172087,S72502143
929,Blue-crowned Trogon,1,Moyobama towards Jaen,PE-SAM,15 Oct 2012,L9695353,S64937179
930,Surucua Trogon,1,PE Carlos Botelho--Mirante,BR-SP,11 Nov 2019,L4108252,S61861328
931,Black-throated Trogon,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
932,Elegant Trogon,1,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
933,Mountain Trogon,1,Cerocahui (área general),MX-CHH,30 Dec 2002,L928020,S72501722
934,Collared Trogon,1,Blanchisseuse Road,TT-TUP,08 Oct 2017,L623423,S58111749
935,Masked Trogon,1,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S64937201
936,Narina Trogon,1,Bishangari Lodge,ET-OR,19 Feb 2018,L2825615,S61036634
937,Malabar Trogon,2,Sinharaja NP--Kudawa access,LK-9,11 Feb 2020,L5400563,S64936978
938,Red-headed Trogon,2,Cuc Phuong NP,VN-18,19 Feb 2020,L1086800,S64936882
939,Ward's Trogon,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
940,Eurasian Hoopoe,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
941,Black-billed Woodhoopoe,4,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094254
942,Black Scimitarbill,1,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
943,Abyssinian Scimitarbill,2,"Afar Plains—(9.5192,40.0114)",ET-AF,15 Feb 2018,L6877280,S58094165
944,Abyssinian Ground-Hornbill,2,Awash NP--southern section,ET-AF,15 Feb 2018,L1550655,S58094222
945,Hemprich's Hornbill,2,Lake Ziway--southwestern shore,ET-OR,18 Feb 2018,L1550649,S61036573
946,African Gray Hornbill,3,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S58094076
947,Eastern Yellow-billed Hornbill,4,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094254
948,Von der Decken's Hornbill,3,Abiata Shalla NP--Abijata Lake,ET-OR,20 Feb 2018,L2696254,S61036638
949,Northern Red-billed Hornbill,2,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
950,Silvery-cheeked Hornbill,11,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
951,Sri Lanka Gray Hornbill,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
952,Malabar Pied-Hornbill,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
953,Rufous-necked Hornbill,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
954,Luzon Hornbill,,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
955,Russet-crowned Motmot,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
956,Whooping Motmot,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
957,Trinidad Motmot,1,Asa Wright Nature Centre,TT-TUP,07 Oct 2017,L295164,S58111779
958,Andean Motmot,1,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S57928061
959,Rufous Motmot,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
960,Rufous-capped Motmot,1,Guaraú--Serra do Itatins,BR-SP,10 Nov 2019,L6264872,S72091473
961,Broad-billed Motmot,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
962,Common Kingfisher,1,"La Mesa Eco Park, Quezon City",PH-00,02 Oct 2015,L4043600,S64937454
963,Half-collared Kingfisher,2,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
964,Indigo-banded Kingfisher,1,"La Mesa Eco Park, Quezon City",PH-00,02 Oct 2015,L4043600,S64937454
965,Black-backed Dwarf-Kingfisher,1,Kitulgala Rest House,LK-9,09 Feb 2020,L4205542,S64936992
966,Malachite Kingfisher,1,Debre Libanos--Lodge and Portuguese Bridge,ET-OR,12 Feb 2018,L1550631,S57747975
967,African Pygmy-Kingfisher,2,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S58094076
968,Stork-billed Kingfisher,1,Anawilundawa Bird Sanctuary,LK-6,02 Feb 2020,L7151861,S64034719
969,White-throated Kingfisher,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
970,Brown-breasted Kingfisher,1,"La Mesa Eco Park, Quezon City",PH-00,02 Oct 2015,L4043600,S64937454
971,Gray-headed Kingfisher,2,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S58094076
972,Woodland Kingfisher,1,Awash NP Lodge,ET-OR,16 Feb 2018,L6941510,S58094248
973,Striped Kingfisher,1,Abiata Shalla NP--Abijata Lake,ET-OR,20 Feb 2018,L2696254,S61036638
974,Collared Kingfisher,,"Nuts and Huts, Loboc",PH-BOH,18 Jul 2004,L1088624,S72093585
975,Giant Kingfisher,1,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
976,Crested Kingfisher,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
977,Ringed Kingfisher,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
978,Belted Kingfisher,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
979,Pied Kingfisher,2,Animali Lodge area and water hole,ET-AF,17 Feb 2018,L6941526,S58094318
980,Amazon Kingfisher,1,Jaen west to Olmos,PE-CAJ,16 Oct 2012,L9695402,S64937173
981,American Pygmy Kingfisher,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
982,Green Kingfisher,3,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
983,Green-and-rufous Kingfisher,1,Canopy Tower locality,PA-8,23 Oct 2014,L9690908,S64937303
984,Blue-bearded Bee-eater,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
985,Little Bee-eater,4,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
986,Blue-breasted Bee-eater,4,Addis Ababa--Ghion Hotel,ET-AA,11 Feb 2018,L3016220,S57747638
987,Green Bee-eater,2,Navadankulama Wewa,LK-6,02 Feb 2020,L6642539,S64036031
988,Rufous-crowned Bee-eater,10,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
989,Blue-tailed Bee-eater,,"Nuts and Huts, Loboc",PH-BOH,18 Jul 2004,L1088624,S72093585
990,European Bee-eater,,Kandy--Udawatta Kele Sanctuary,LK-2,08 Feb 2020,L4884263,S64937000
991,Chestnut-headed Bee-eater,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
992,Northern Carmine Bee-eater,1,Aledeghi Wildlife Reserve,ET-AF,17 Feb 2018,L2846177,S58094299
993,Abyssinian Roller,1,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
994,Lilac-breasted Roller,3,Liben Plain,ET-OR,23 Feb 2018,L2099167,S58108036
995,Rufous-crowned Roller,1,"Rd from Bale Mountains NP to Negele (6.0203,39.7185)",ET-OR,22 Feb 2018,L7004217,S61036525
996,Indian Roller,2,Navadankulama Wewa,LK-6,02 Feb 2020,L6642539,S64036031
997,Broad-billed Roller,2,Bishangari Lodge,ET-OR,19 Feb 2018,L2825615,S61036634
998,Dollarbird,4,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
999,White-necked Puffbird,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1000,Black-breasted Puffbird,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
1001,Pied Puffbird,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
1002,Collared Puffbird,1,Heliconia Lodge,BR-AM,26 Jun 2018,L3172087,S72092183
1003,Barred Puffbird,,Canopy Camp,PA-5,02 Nov 2014,L3379895,S64937319
1004,Western Striolated-Puffbird,1,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
1005,White-eared Puffbird,1,Itatiaia--snipe valley farm,BR-RJ,22 Nov 2019,L972134,S70570328
1006,Russet-throated Puffbird,2,"Vía Puerto Triunfo-Puerto Nare, Antioquia, CO (5,911, -74,641)",CO-ANT,30 Jun 2019,L9577897,S57893463
1007,Crescent-chested Puffbird,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S72091469
1008,Rufous-necked Puffbird,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1009,White-whiskered Puffbird,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1010,Moustached Puffbird,3,Camino Montezuma--Montezuma Rainforest Lodge,CO-RIS,09 Jul 2019,L8012829,S58369124
1011,Rusty-breasted Nunlet,1,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
1012,Gray-cheeked Nunlet,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S64937281
1013,Rufous-capped Nunlet,1,Reserva Natural Palmarí,BR-AM,25 Jun 2018,L3018622,S72092187
1014,Black-fronted Nunbird,1,Moyobama towards Jaen,PE-SAM,15 Oct 2012,L9695353,S64937179
1015,White-fronted Nunbird,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
1016,Swallow-winged Puffbird,2,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S72502203
1017,White-eared Jacamar,6,RN Tucuxira,CO-AMA,28 Jun 2018,L5868149,S64937517
1018,Brown Jacamar,2,Caño Culebra Trail,CO-GUA,07 Jul 2018,L7562069,S72092128
1019,Three-toed Jacamar,2,"Unnamed Road, Rio de Janeiro, BR (-21.922, -42.683)",BR-RJ,24 Nov 2019,L10274639,S62213823
1020,Rufous-tailed Jacamar,,Río Chucunaque,PA-5,04 Nov 2014,L2306454,S64937278
1021,Green-tailed Jacamar,1,Río Inírida--Inírida,CO-GUA,10 Jul 2018,L2613195,S72092118
1022,White-chinned Jacamar,1,Reserva Natural Palmarí,BR-AM,25 Jun 2018,L3018622,S72092187
1023,Bluish-fronted Jacamar,1,Heliconia Lodge,BR-AM,26 Jun 2018,L3172087,S72092183
1024,Bronzy Jacamar,2,Caño Culebra Trail,CO-GUA,07 Jul 2018,L7562069,S72092128
1025,Paradise Jacamar,1,Río Inírida--Inírida,CO-GUA,07 Jul 2018,L2613195,S72092131
1026,Great Jacamar,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1027,Red-and-yellow Barbet,1,"Rd from Bale Mountains NP to Negele (6.0769,39.7377)",ET-OR,22 Feb 2018,L7002932,S61036640
1028,Yellow-breasted Barbet,6,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
1029,D'Arnaud's Barbet,3,Negele/Hudert Rd,ET-OR,24 Feb 2018,L7004163,S58108028
1030,Red-fronted Tinkerbird,1,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094254
1031,Yellow-fronted Tinkerbird,1,Wondo Genet Forestry College,ET-SN,28 Feb 2018,L2099184,S58093924
1032,Red-fronted Barbet,2,Lake Langano--Simbo Lodge,ET-OR,20 Feb 2018,L3284689,S61036562
1033,Black-throated Barbet,1,Carsa Dek (general area),ET-OR,23 Feb 2018,L4708926,S61036516
1034,Banded Barbet,2,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
1035,Black-billed Barbet,9,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S58094076
1036,Double-toothed Barbet,3,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
1037,Crimson-fronted Barbet,1,Navadankulama Wewa,LK-6,02 Feb 2020,L6642539,S64036031
1038,Coppersmith Barbet,5,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
1039,Great Barbet,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1040,Red-vented Barbet,1,Cuc Phuong NP,VN-18,19 Feb 2020,L1086800,S64936882
1041,Green-eared Barbet,2,Cuc Phuong NP,VN-18,19 Feb 2020,L1086800,S64936882
1042,Brown-headed Barbet,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
1043,Yellow-fronted Barbet,,Kitulgala Rest House,LK-9,09 Feb 2020,L4205542,S64936992
1044,Golden-throated Barbet,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1045,Blue-throated Barbet,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1046,Scarlet-crowned Barbet,6,RN Tucuxira,CO-AMA,28 Jun 2018,L5868149,S64937517
1047,Spot-crowned Barbet,,Canopy Camp,PA-5,02 Nov 2014,L3379895,S64937319
1048,White-mantled Barbet,2,"Restaurante El Palacio De Los Frijoles, Cocorna",CO-ANT,29 Jun 2019,L3082817,S57893416
1049,Five-colored Barbet,1,RN San Cipriano-Escalerete,CO-VAC,04 Jul 2018,L2711479,S72092148
1050,Lemon-throated Barbet,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1051,Red-headed Barbet,7,Rio Amazonas--Isla Ronda,CO-AMA,30 Jun 2018,L465437,S64937510
1052,Toucan Barbet,4,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
1053,Northern Emerald-Toucanet,1,Rio Amazonas--Isla Ronda,CO-AMA,30 Jun 2018,L465437,S64937510
1054,Southern Emerald-Toucanet,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
1055,Crimson-rumped Toucanet,11,Rio Amazonas--Isla Ronda,CO-AMA,29 Jun 2018,L465437,S64937512
1056,Gray-breasted Mountain-Toucan,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
1057,Black-billed Mountain-Toucan,2,RNA Loro Orejiamarillo (Yellow-eared Parrot Reserve),CO-ANT,02 Jul 2019,L604060,S57893420
1058,Saffron Toucanet,4,Guaraú--Serra do Itatins,BR-SP,10 Nov 2019,L6264872,S72091473
1059,Lettered Aracari,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
1060,Collared Aracari,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1061,Chestnut-eared Aracari,1,Heliconia Lodge,BR-AM,27 Jun 2018,L3172087,S72502143
1062,Many-banded Aracari,7,Río Inírida--Inírida,CO-GUA,10 Jul 2018,L2613195,S72092118
1063,Golden-collared Toucanet,1,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S72502203
1064,Spot-billed Toucanet,2,Trilha dos Tucanos,BR-SP,16 Nov 2019,L3007221,S70570359
1065,Toco Toucan,1,Campos do Jordão--Av. Pedro Paulo p. Horto Florestal,BR-SP,17 Nov 2019,L10168377,S72091435
1066,Yellow-throated Toucan,,Canopy Tower locality,PA-8,23 Oct 2014,L9690908,S64937303
1067,White-throated Toucan,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1068,Keel-billed Toucan,10,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
